,mouse,day,session,filepath
571,8,33,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D33_2022-07-27_15-40-32
572,8,34,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D34_2022-07-28_17-20-56
573,8,35,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D35_2022-07-29_16-55-25
574,8,36,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D36_2022-08-01_16-15-42
575,9,1,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D1_2022-06-13_14-23-28
576,9,1,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D1_2022-06-13_13-38-48
577,9,2,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D2_2022-06-14_12-51-25
578,9,2,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D2_2022-06-14_12-11-48
579,9,3,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D3_2022-06-15_12-43-53
580,9,3,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D3_2022-06-15_11-58-52
581,9,4,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D4_2022-06-16_12-58-10
582,9,5,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D5_2022-06-17_14-29-18
583,9,5,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D5_2022-06-17_13-47-55
584,9,6,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D6_2022-06-20_13-42-40
585,9,6,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D6_2022-06-20_12-32-18
586,9,7,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D7_2022-06-21_13-35-23
587,9,7,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D7_2022-06-21_12-41-42
588,9,8,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D8_2022-06-22_13-54-46
589,9,8,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D8_2022-06-22_13-09-53
590,9,9,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D9_2022-06-23_12-01-42
591,9,9,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D9_2022-06-23_11-19-58
592,9,10,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D10_2022-06-24_13-25-52
593,9,10,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D10_2022-06-24_12-44-38
594,9,11,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D11_2022-06-27_13-14-48
595,9,11,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D11_2022-06-27_12-36-11
596,9,12,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D12_2022-06-28_12-57-45
597,9,12,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D12_2022-06-28_12-19-35
598,9,13,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D13_2022-06-29_13-22-17
599,9,13,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D13_2022-06-29_12-36-00
600,9,14,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D14_2022-06-30_13-06-53
601,9,14,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D14_2022-06-30_12-27-43
602,9,15,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D15_2022-07-01_13-25-33
603,9,15,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D15_2022-07-01_12-43-43
604,9,16,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D16_2022-07-04_13-34-10
605,9,16,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D16_2022-07-04_12-52-43
606,9,17,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D17_2022-07-05_13-19-04
607,9,17,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D17_2022-07-05_12-41-35
608,9,18,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D18_2022-07-06_13-36-09
609,9,18,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D18_2022-07-06_12-49-53
610,9,19,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D19_2022-07-07_13-41-58
611,9,19,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D19_2022-07-07_13-03-34
612,9,20,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D20_2022-07-08_13-43-25
613,9,20,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D20_2022-07-08_13-03-55
614,9,21,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D21_2022-07-11_13-07-40
615,9,21,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D21_2022-07-11_12-29-48
616,9,22,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D22_2022-07-12_13-26-17
617,9,22,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D22_2022-07-12_12-48-15
618,9,23,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M9_D23_2022-07-13_13-47-10
619,9,23,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D23_2022-07-13_13-10-58
620,9,24,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D24_2022-07-14_12-33-43
621,9,25,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D25_2022-07-15_16-13-30
622,9,26,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D26_2022-07-18_13-32-04
623,9,27,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D27_2022-07-19_16-18-16
624,9,28,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D28_2022-07-20_17-19-42
625,9,29,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D29_2022-07-21_17-15-24
626,9,30,VR,Teris/FragileX/teris_cohort_202206/data/VR/M9_D30_2022-07-22_17-00-35
627,10,1,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D1_2022-06-13_15-00-23
628,10,1,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D1_2022-06-13_14-19-48
629,10,2,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D2_2022-06-14_13-28-20
630,10,2,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D2_2022-06-14_12-47-25
631,10,3,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D3_2022-06-15_13-20-23
632,10,3,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D3_2022-06-15_12-38-15
633,10,4,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D4_2022-06-16_13-32-48
634,10,5,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D5_2022-06-17_15-19-33
635,10,5,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D5_2022-06-17_14-24-26
636,10,6,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D6_2022-06-20_14-14-43
637,10,6,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D6_2022-06-20_13-12-20
638,10,7,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D7_2022-06-21_14-20-28
639,10,7,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D7_2022-06-21_13-33-55
640,10,8,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D8_2022-06-22_14-27-59
641,10,8,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D8_2022-06-22_13-43-49
642,10,9,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D9_2022-06-23_13-12-44
643,10,9,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D9_2022-06-23_12-00-36
644,10,10,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D10_2022-06-24_14-23-31
645,10,10,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D10_2022-06-24_13-24-44
646,10,11,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D11_2022-06-27_14-01-40
647,10,11,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D11_2022-06-27_13-09-57
648,10,12,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D12_2022-06-28_13-43-40
649,10,12,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D12_2022-06-28_12-54-33
650,10,13,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D13_2022-06-29_14-03-51
651,10,13,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D13_2022-06-29_13-21-17
652,10,14,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D14_2022-06-30_13-47-23
653,10,14,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D14_2022-06-30_13-05-26
654,10,15,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D15_2022-07-01_14-12-11
655,10,15,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D15_2022-07-01_13-23-07
656,10,16,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D16_2022-07-04_14-15-47
657,10,16,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D16_2022-07-04_13-32-37
658,10,17,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D17_2022-07-05_14-00-14
659,10,17,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D17_2022-07-05_13-21-35
660,10,18,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D18_2022-07-06_14-16-27
661,10,18,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D18_2022-07-06_13-33-01
662,10,19,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D19_2022-07-07_14-15-38
663,10,19,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D19_2022-07-07_13-40-38
664,10,20,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D20_2022-07-08_14-26-00
665,10,20,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D20_2022-07-08_13-48-08
666,10,21,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D21_2022-07-11_13-40-14
667,10,21,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D21_2022-07-11_13-03-58
668,10,22,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D22_2022-07-12_14-09-28
669,10,22,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D22_2022-07-12_13-29-24
670,10,23,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D23_2022-07-13_14-20-24
671,10,23,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D23_2022-07-13_13-46-14
672,10,24,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D24_2022-07-14_13-32-59
673,10,24,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D24_2022-07-14_12-56-20
674,10,25,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D25_2022-07-15_17-20-41
675,10,25,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D25_2022-07-15_16-35-25
676,10,26,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M10_D26_2022-07-18_14-17-29
677,10,26,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D26_2022-07-18_13-53-01
678,10,27,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D27_2022-07-19_16-44-52
679,10,28,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D28_2022-07-20_17-46-47
680,10,29,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D29_2022-07-21_17-51-03
681,10,30,VR,Teris/FragileX/teris_cohort_202206/data/VR/M10_D30_2022-07-22_17-18-29
