,mouse,day,session,filepath
300,5,1,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D1_2021-08-09_13-21-35
301,5,1,VR,Teris/FragileX/cohort_202108/data/VR/M5_D1_2021-08-09_12-39-07
302,5,2,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D2_2021-08-10_12-35-32
303,5,2,VR,Teris/FragileX/cohort_202108/data/VR/M5_D2_2021-08-10_11-49-38
304,5,3,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D3_2021-08-11_13-08-15
305,5,3,VR,Teris/FragileX/cohort_202108/data/VR/M5_D3_2021-08-11_12-17-56
306,5,4,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D4_2021-08-12_13-10-29
307,5,4,VR,Teris/FragileX/cohort_202108/data/VR/M5_D4_2021-08-12_12-29-32
308,5,5,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D5_2021-08-16_12-31-37
309,5,5,VR,Teris/FragileX/cohort_202108/data/VR/M5_D5_2021-08-16_11-51-37
310,5,6,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D6_2021-08-17_12-39-44
311,5,6,VR,Teris/FragileX/cohort_202108/data/VR/M5_D6_2021-08-17_12-00-05
312,5,7,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D7_2021-08-18_12-49-02
313,5,7,VR,Teris/FragileX/cohort_202108/data/VR/M5_D7_2021-08-18_12-07-30
314,5,8,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D8_2021-08-19_13-22-48
315,5,8,VR,Teris/FragileX/cohort_202108/data/VR/M5_D8_2021-08-19_11-55-06
316,5,9,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D9_2021-08-20_12-27-04
317,5,9,VR,Teris/FragileX/cohort_202108/data/VR/M5_D9_2021-08-20_11-44-07
318,5,10,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D10_2021-08-23_12-24-20
319,5,10,VR,Teris/FragileX/cohort_202108/data/VR/M5_D10_2021-08-23_11-39-51
320,5,11,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D11_2021-08-24_11-10-16
321,5,11,VR,Teris/FragileX/cohort_202108/data/VR/M5_D11_2021-08-24_10-25-38
322,5,12,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D12_2021-08-25_11-53-58
323,5,12,VR,Teris/FragileX/cohort_202108/data/VR/M5_D12_2021-08-25_11-06-54
324,5,13,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D13_2021-08-26_12-36-31
325,5,13,VR,Teris/FragileX/cohort_202108/data/VR/M5_D13_2021-08-26_11-55-04
326,5,14,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D14_2021-08-27_12-44-13
327,5,14,VR,Teris/FragileX/cohort_202108/data/VR/M5_D14_2021-08-27_12-01-03
328,5,15,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D15_2021-08-31_12-40-45
329,5,15,VR,Teris/FragileX/cohort_202108/data/VR/M5_D15_2021-08-31_11-46-39
330,5,16,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D16_2021-09-01_12-16-48
331,5,16,VR,Teris/FragileX/cohort_202108/data/VR/M5_D16_2021-09-01_11-30-51
332,5,17,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D17_2021-09-02_13-09-25
333,5,17,VR,Teris/FragileX/cohort_202108/data/VR/M5_D17_2021-09-02_12-17-51
334,5,18,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D18_2021-09-03_12-37-40
335,5,18,VR,Teris/FragileX/cohort_202108/data/VR/M5_D18_2021-09-03_11-55-28
336,5,19,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D19_2021-09-06_12-12-54
337,5,19,VR,Teris/FragileX/cohort_202108/data/VR/M5_D19_2021-09-06_11-27-58
338,5,20,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D20_2021-09-07_12-51-00
339,5,20,VR,Teris/FragileX/cohort_202108/data/VR/M5_D20_2021-09-07_11-57-53
340,5,21,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D21_2021-09-08_12-33-30
341,5,21,VR,Teris/FragileX/cohort_202108/data/VR/M5_D21_2021-09-08_11-48-47
342,5,22,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D22_2021-09-09_12-52-43
343,5,22,VR,Teris/FragileX/cohort_202108/data/VR/M5_D22_2021-09-09_11-59-44
344,5,23,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D23_2021-09-10_12-57-46
345,5,23,VR,Teris/FragileX/cohort_202108/data/VR/M5_D23_2021-09-10_12-17-09
346,5,24,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D24_2021-09-13_12-41-36
347,5,24,VR,Teris/FragileX/cohort_202108/data/VR/M5_D24_2021-09-13_12-03-38
348,5,25,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D25_2021-09-14_12-59-17
349,5,25,VR,Teris/FragileX/cohort_202108/data/VR/M5_D25_2021-09-14_12-06-33
350,5,26,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D26_2021-09-15_12-47-45
351,5,26,VR,Teris/FragileX/cohort_202108/data/VR/M5_D26_2021-09-15_12-06-19
352,5,27,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D27_2021-09-16_14-19-40
353,5,27,VR,Teris/FragileX/cohort_202108/data/VR/M5_D27_2021-09-16_13-38-49
354,5,28,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D28_2021-09-17_12-49-08
355,5,28,VR,Teris/FragileX/cohort_202108/data/VR/M5_D28_2021-09-17_11-54-53
356,5,29,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D29_2021-09-20_13-25-57
357,5,29,VR,Teris/FragileX/cohort_202108/data/VR/M5_D29_2021-09-20_12-28-13
358,5,30,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D30_2021-09-21_13-15-38
359,5,30,VR,Teris/FragileX/cohort_202108/data/VR/M5_D30_2021-09-21_12-36-31
360,5,31,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D31_2021-09-22_13-16-07
361,5,31,VR,Teris/FragileX/cohort_202108/data/VR/M5_D31_2021-09-22_12-34-41
362,5,32,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D32_2021-09-23_13-29-33
363,5,32,VR,Teris/FragileX/cohort_202108/data/VR/M5_D32_2021-09-23_12-42-54
364,5,33,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D33_2021-10-06_12-29-34
365,5,33,VR,Teris/FragileX/cohort_202108/data/VR/M5_D33_2021-10-06_11-39-40
366,5,34,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D34_2021-10-07_11-09-42
367,5,34,VR,Teris/FragileX/cohort_202108/data/VR/M5_D34_2021-10-07_10-31-24
368,5,35,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D35_2021-10-08_11-59-58
369,5,35,VR,Teris/FragileX/cohort_202108/data/VR/M5_D35_2021-10-08_11-20-34
370,5,36,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D36_2021-10-11_12-38-23
371,5,36,VR,Teris/FragileX/cohort_202108/data/VR/M5_D36_2021-10-11_11-53-45
372,5,37,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D37_2021-10-12_13-31-08
373,5,37,VR,Teris/FragileX/cohort_202108/data/VR/M5_D37_2021-10-12_12-48-24
374,5,38,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D38_2021-10-14_12-37-33
375,5,38,VR,Teris/FragileX/cohort_202108/data/VR/M5_D38_2021-10-14_11-42-58
376,5,39,openfield,Teris/FragileX/cohort_202108/data/openfield/M5_D39_2021-10-15_11-57-23
377,5,39,VR,Teris/FragileX/cohort_202108/data/VR/M5_D39_2021-10-15_11-16-32
378,5,40,VR,Teris/FragileX/cohort_202108/data/VR/M5_D40_2021-10-16_11-17-22
379,6,1,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D1_2021-08-09_14-03-30
380,6,1,VR,Teris/FragileX/cohort_202108/data/VR/M6_D1_2021-08-09_13-16-44
381,6,2,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D2_2021-08-10_13-14-35
382,6,2,VR,Teris/FragileX/cohort_202108/data/VR/M6_D2_2021-08-10_12-28-25
383,6,3,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D3_2021-08-11_13-49-17
384,6,3,VR,Teris/FragileX/cohort_202108/data/VR/M6_D3_2021-08-11_13-29-08
385,6,4,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D4_2021-08-12_13-51-12
386,6,4,VR,Teris/FragileX/cohort_202108/data/VR/M6_D4_2021-08-12_13-15-28
387,6,5,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D5_2021-08-16_13-12-19
388,6,5,VR,Teris/FragileX/cohort_202108/data/VR/M6_D5_2021-08-16_12-27-58
389,6,6,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D6_2021-08-17_13-14-25
390,6,6,VR,Teris/FragileX/cohort_202108/data/VR/M6_D6_2021-08-17_12-35-09
391,6,7,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D7_2021-08-18_13-24-35
392,6,7,VR,Teris/FragileX/cohort_202108/data/VR/M6_D7_2021-08-18_12-44-26
393,6,8,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D8_2021-08-19_13-56-39
394,6,8,VR,Teris/FragileX/cohort_202108/data/VR/M6_D8_2021-08-19_12-40-47
395,6,10,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D10_2021-08-23_13-03-07
396,6,10,VR,Teris/FragileX/cohort_202108/data/VR/M6_D10_2021-08-23_12-14-46
397,6,11,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D11_2021-08-24_11-44-26
398,6,11,VR,Teris/FragileX/cohort_202108/data/VR/M6_D11_2021-08-24_11-01-17
399,6,12,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D12_2021-08-25_12-26-27
400,6,12,VR,Teris/FragileX/cohort_202108/data/VR/M6_D12_2021-08-25_11-44-16
401,6,13,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D13_2021-08-26_13-11-01
402,6,13,VR,Teris/FragileX/cohort_202108/data/VR/M6_D13_2021-08-26_12-31-11
403,6,14,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D14_2021-08-27_13-19-39
404,6,15,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D15_2021-08-31_13-17-08
405,6,15,VR,Teris/FragileX/cohort_202108/data/VR/M6_D15_2021-08-31_12-25-59
406,6,16,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D16_2021-09-01_12-50-52
407,6,16,VR,Teris/FragileX/cohort_202108/data/VR/M6_D16_2021-09-01_12-10-25
408,6,17,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D17_2021-09-02_13-42-57
409,6,17,VR,Teris/FragileX/cohort_202108/data/VR/M6_D17_2021-09-02_12-55-08
410,6,18,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D18_2021-09-03_13-13-04
411,6,18,VR,Teris/FragileX/cohort_202108/data/VR/M6_D18_2021-09-03_12-30-27
412,6,19,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D19_2021-09-06_12-46-24
413,6,19,VR,Teris/FragileX/cohort_202108/data/VR/M6_D19_2021-09-06_12-06-37
414,6,20,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D20_2021-09-07_13-27-20
415,6,20,VR,Teris/FragileX/cohort_202108/data/VR/M6_D20_2021-09-07_12-36-40
416,6,21,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D21_2021-09-08_13-08-51
417,6,21,VR,Teris/FragileX/cohort_202108/data/VR/M6_D21_2021-09-08_12-27-53
418,6,22,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D22_2021-09-09_13-29-21
419,6,22,VR,Teris/FragileX/cohort_202108/data/VR/M6_D22_2021-09-09_12-50-55
420,6,23,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D23_2021-09-10_13-36-03
421,6,23,VR,Teris/FragileX/cohort_202108/data/VR/M6_D23_2021-09-10_12-53-08
422,6,24,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D24_2021-09-13_13-20-14
423,6,24,VR,Teris/FragileX/cohort_202108/data/VR/M6_D24_2021-09-13_12-38-02
424,6,25,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D25_2021-09-14_13-33-16
425,6,25,VR,Teris/FragileX/cohort_202108/data/VR/M6_D25_2021-09-14_12-46-17
426,6,26,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D26_2021-09-15_13-31-27
427,6,26,VR,Teris/FragileX/cohort_202108/data/VR/M6_D26_2021-09-15_12-41-22
428,6,27,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D27_2021-09-16_15-08-56
429,6,27,VR,Teris/FragileX/cohort_202108/data/VR/M6_D27_2021-09-16_14-17-41
430,6,28,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D28_2021-09-17_13-23-45
431,6,28,VR,Teris/FragileX/cohort_202108/data/VR/M6_D28_2021-09-17_12-34-33
432,6,29,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D29_2021-09-20_14-04-02
433,6,29,VR,Teris/FragileX/cohort_202108/data/VR/M6_D29_2021-09-20_13-23-23
434,6,30,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D30_2021-09-21_13-49-34
435,6,30,VR,Teris/FragileX/cohort_202108/data/VR/M6_D30_2021-09-21_13-10-48
436,6,31,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D31_2021-09-22_13-53-19
437,6,31,VR,Teris/FragileX/cohort_202108/data/VR/M6_D31_2021-09-22_13-13-53
438,6,32,openfield,Teris/FragileX/cohort_202108/data/openfield/M6_D32_2021-09-23_14-07-58
439,6,32,VR,Teris/FragileX/cohort_202108/data/VR/M6_D32_2021-09-23_13-28-00
440,7,1,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D1_2022-06-13_13-03-57
441,7,1,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D1_2022-06-13_12-30-17
442,7,2,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D2_2022-06-14_11-34-44
443,7,2,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D2_2022-06-14_10-57-42
444,7,3,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D3_2022-06-15_11-25-40
445,7,3,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D3_2022-06-15_10-50-08
446,7,4,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D4_2022-06-16_11-36-35
447,7,4,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D4_2022-06-16_10-56-43
448,7,5,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D5_2022-06-17_13-15-03
449,7,5,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D5_2022-06-17_12-36-51
450,7,6,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D6_2022-06-20_11-57-37
451,7,6,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D6_2022-06-20_11-15-06
452,7,7,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D7_2022-06-21_11-58-52
453,7,7,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D7_2022-06-21_11-16-26
454,7,8,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D8_2022-06-22_11-53-08
455,7,8,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D8_2022-06-22_11-06-19
456,7,9,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D9_2022-06-23_10-24-18
457,7,9,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D9_2022-06-23_09-46-31
458,7,10,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D10_2022-06-24_11-57-44
459,7,10,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D10_2022-06-24_11-15-34
460,7,11,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D11_2022-06-27_11-56-45
461,7,11,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D11_2022-06-27_11-17-37
462,7,12,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D12_2022-06-28_11-38-56
463,7,12,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D12_2022-06-28_10-55-44
464,7,13,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D13_2022-06-29_11-51-37
465,7,13,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D13_2022-06-29_11-15-04
466,7,14,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D14_2022-06-30_11-53-13
467,7,14,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D14_2022-06-30_11-10-14
468,7,15,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D15_2022-07-01_12-05-20
469,7,16,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D16_2022-07-04_11-55-24
470,7,16,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D16_2022-07-04_11-14-04
471,7,17,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D17_2022-07-05_11-59-54
472,7,17,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D17_2022-07-05_11-15-58
473,7,18,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D18_2022-07-06_12-07-34
474,7,18,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D18_2022-07-06_11-26-17
475,7,19,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D19_2022-07-07_12-11-33
476,7,19,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D19_2022-07-07_11-27-05
477,7,20,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D20_2022-07-08_12-24-23
478,7,20,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D20_2022-07-08_11-32-32
479,7,21,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D21_2022-07-11_11-52-00
480,7,21,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D21_2022-07-11_11-03-42
481,7,22,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D22_2022-07-12_12-14-16
482,7,22,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D22_2022-07-12_11-26-01
483,7,23,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D23_2022-07-13_12-30-10
484,7,23,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D23_2022-07-13_11-31-37
485,7,24,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D24_2022-07-14_11-55-51
486,7,24,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D24_2022-07-14_11-18-41
487,7,25,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D25_2022-07-15_15-16-00
488,7,25,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D25_2022-07-15_14-15-26
489,7,26,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D26_2022-07-18_12-25-05
490,7,26,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D26_2022-07-18_11-29-41
491,7,27,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D27_2022-07-19_15-31-39
492,7,27,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D27_2022-07-19_14-27-58
493,7,28,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D28_2022-07-20_16-07-49
494,7,28,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D28_2022-07-20_14-57-13
495,7,29,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D29_2022-07-21_16-14-08
496,7,29,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D29_2022-07-21_15-13-41
497,7,30,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D30_2022-07-22_16-17-24
498,7,30,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D30_2022-07-22_15-13-34
499,7,31,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D31_2022-07-25_16-15-33
500,7,31,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D31_2022-07-25_15-16-00
501,7,32,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D32_2022-07-26_15-40-09
502,7,32,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D32_2022-07-26_14-59-49
503,7,33,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D33_2022-07-27_15-42-23
504,7,33,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D33_2022-07-27_15-05-40
505,7,34,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D34_2022-07-28_16-15-57
506,7,35,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M7_D35_2022-07-29_16-50-52
507,7,35,VR,Teris/FragileX/teris_cohort_202206/data/VR/M7_D35_2022-07-29_15-47-26
508,8,1,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D1_2022-06-13_13-42-07
509,8,1,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D1_2022-06-13_13-01-21
510,8,2,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D2_2022-06-14_12-17-00
511,8,2,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D2_2022-06-14_11-32-12
512,8,3,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D3_2022-06-15_12-03-03
513,8,3,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D3_2022-06-15_11-23-41
514,8,4,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D4_2022-06-16_12-12-33
515,8,4,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D4_2022-06-16_11-34-50
516,8,5,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D5_2022-06-17_13-52-55
517,8,5,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D5_2022-06-17_13-12-23
518,8,6,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D6_2022-06-20_12-35-00
519,8,6,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D6_2022-06-20_11-55-22
520,8,7,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D7_2022-06-21_12-44-52
521,8,7,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D7_2022-06-21_11-56-07
522,8,8,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D8_2022-06-22_13-11-44
523,8,8,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D8_2022-06-22_12-08-38
524,8,9,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D9_2022-06-23_11-23-00
525,8,9,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D9_2022-06-23_10-21-25
526,8,10,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D10_2022-06-24_12-47-18
527,8,10,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D10_2022-06-24_11-56-05
528,8,11,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D11_2022-06-27_12-42-14
529,8,11,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D11_2022-06-27_11-55-21
530,8,12,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D12_2022-06-28_12-21-21
531,8,12,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D12_2022-06-28_11-37-19
532,8,13,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D13_2022-06-29_12-38-29
533,8,13,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D13_2022-06-29_11-50-18
534,8,14,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D14_2022-06-30_12-28-57
535,8,14,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D14_2022-06-30_11-51-48
536,8,15,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D15_2022-07-01_12-47-01
537,8,15,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D15_2022-07-01_12-03-34
538,8,16,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D16_2022-07-04_12-48-15
539,8,16,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D16_2022-07-04_11-53-06
540,8,17,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D17_2022-07-05_12-39-49
541,8,17,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D17_2022-07-05_11-55-54
542,8,18,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D18_2022-07-06_12-52-40
543,8,18,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D18_2022-07-06_12-05-40
544,8,19,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D19_2022-07-07_12-56-11
545,8,19,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D19_2022-07-07_12-09-52
546,8,20,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D20_2022-07-08_13-01-46
547,8,20,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D20_2022-07-08_12-22-06
548,8,21,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D21_2022-07-11_12-27-24
549,8,21,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D21_2022-07-11_11-50-15
550,8,22,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D22_2022-07-12_12-50-57
551,8,22,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D22_2022-07-12_12-11-48
552,8,23,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D23_2022-07-13_13-05-47
553,8,23,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D23_2022-07-13_12-28-53
554,8,24,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D24_2022-07-14_12-35-31
555,8,24,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D24_2022-07-14_11-53-30
556,8,25,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D25_2022-07-15_16-11-35
557,8,25,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D25_2022-07-15_15-14-36
558,8,26,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D26_2022-07-18_13-27-09
559,8,26,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D26_2022-07-18_12-27-07
560,8,27,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D27_2022-07-19_16-10-33
561,8,27,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D27_2022-07-19_15-33-48
562,8,28,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D28_2022-07-20_16-17-54
563,8,29,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D29_2022-07-21_17-07-25
564,8,29,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D29_2022-07-21_16-33-38
565,8,30,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D30_2022-07-22_16-55-55
566,8,30,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D30_2022-07-22_16-15-27
567,8,31,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D31_2022-07-25_16-54-41
568,8,31,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D31_2022-07-25_16-18-18
569,8,32,VR,Teris/FragileX/teris_cohort_202206/data/VR/M8_D32_2022-07-26_15-37-27
570,8,33,openfield,Teris/FragileX/teris_cohort_202206/data/openfield/M8_D33_2022-07-27_16-43-18
