,mouse,date,session,filepath
867,1678,2023-11-25,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-25_14-39-44_of1
868,1678,2023-11-27,of,Bri/optetrode_recordings/control/1678/1678_2023-11-27_11-17-50_of
869,1678,2023-11-27,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-27_11-51-25_obj
870,1678,2023-11-27,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-27_12-11-48_opto
871,1678,2023-11-27,obj2,Bri/optetrode_recordings/control/1678/1678_2023-11-27_12-36-23_obj2
872,1678,2023-11-27,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-27_12-57-02_of1
873,1678,2023-11-28,of,Bri/optetrode_recordings/control/1678/1678_2023-11-28_11-03-38_of
874,1678,2023-11-28,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-28_11-22-29_obj
875,1678,2023-11-28,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-28_11-41-33_opto
876,1678,2023-11-28,obj1,Bri/optetrode_recordings/control/1678/1678_2023-11-28_12-05-55_obj1
877,1678,2023-11-28,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-28_12-24-05_of1
878,1678,2023-11-29,of,Bri/optetrode_recordings/control/1678/1678_2023-11-29_10-14-06_of
879,1678,2023-11-29,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-29_10-27-46_obj
880,1678,2023-11-29,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-29_10-43-44_opto
881,1678,2023-11-29,obj1,Bri/optetrode_recordings/control/1678/1678_2023-11-29_11-05-50_obj1
882,1678,2023-11-30,of,Bri/optetrode_recordings/control/1678/1678_2023-11-30_09-51-05_of
883,1678,2023-11-30,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-30_10-09-07_obj
884,1678,2023-11-30,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-30_10-28-50_opto
885,1678,2023-11-30,obj1,Bri/optetrode_recordings/control/1678/1678_2023-11-30_10-55-13_obj1
886,1678,2023-11-30,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-30_11-10-41_of1
887,1678,2023-12-04,of,Bri/optetrode_recordings/control/1678/1678_2023-12-04_09-42-31_of
888,1678,2023-12-04,opto,Bri/optetrode_recordings/control/1678/1678_2023-12-04_10-00-54_opto
889,1678,2023-12-04,of1,Bri/optetrode_recordings/control/1678/1678_2023-12-04_10-23-36_of1
890,1678,2023-12-04b,of,Bri/optetrode_recordings/control/1678/1678_2023-12-04b_11-53-25_of
891,1678,2023-12-04b,opto,Bri/optetrode_recordings/control/1678/1678_2023-12-04b_12-08-39_opto
892,1678,2023-12-04b,of2,Bri/optetrode_recordings/control/1678/1678_2023-12-04b_12-32-35_of2
893,1678,2023-12-08,of,Bri/optetrode_recordings/control/1678/1678_2023-12-08_10-14-48_of
894,1678,2023-12-08,opto,Bri/optetrode_recordings/control/1678/1678_2023-12-08_10-28-33_opto
895,1678,2023-12-08,of1,Bri/optetrode_recordings/control/1678/1678_2023-12-08_10-55-38_of1
896,1678,2023-12-08b,of,Bri/optetrode_recordings/control/1678/1678_2023-12-08b_12-55-40_of
897,1678,2023-12-08b,opto,Bri/optetrode_recordings/control/1678/1678_2023-12-08b_13-11-25_opto
898,1678,2023-12-08b,of1,Bri/optetrode_recordings/control/1678/1678_2023-12-08b_13-36-40_of1
899,1678,2023-12-12b,of,Bri/optetrode_recordings/control/1678/1678_2023-12-12b_14-39-54_of
900,1678,2023-12-12b,opto1,Bri/optetrode_recordings/control/1678/1678_2023-12-12b_14-53-24_opto1
901,1678,2023-12-12b,of1,Bri/optetrode_recordings/control/1678/1678_2023-12-12b_15-17-36_of1
902,1688,2023-11-20,of1,Bri/optetrode_recordings/control/1688/1688_2023-11-20_12-27-33_of1
903,1688,2023-11-20,opto1,Bri/optetrode_recordings/control/1688/1688_2023-11-20_12-54-22_opto1
904,1688,2023-11-20,of2,Bri/optetrode_recordings/control/1688/1688_2023-11-20_13-17-17_of2
905,1688,2023-11-22,of,Bri/optetrode_recordings/control/1688/1688_2023-11-22_11-10-35_of
906,1688,2023-11-22,opto,Bri/optetrode_recordings/control/1688/1688_2023-11-22_11-33-17_opto
907,1688,2023-11-22,of2,Bri/optetrode_recordings/control/1688/1688_2023-11-22_11-55-55_of2
908,1688,2023-11-25,of,Bri/optetrode_recordings/control/1688/1688_2023-11-25_15-12-05_of
909,1688,2023-11-25,obj,Bri/optetrode_recordings/control/1688/1688_2023-11-25_15-33-39_obj
910,1688,2023-11-25,opto,Bri/optetrode_recordings/control/1688/1688_2023-11-25_15-59-53_opto
911,1688,2023-11-25,obj1,Bri/optetrode_recordings/control/1688/1688_2023-11-25_16-23-54_obj1
912,1688,2023-11-30,of,Bri/optetrode_recordings/control/1688/1688_2023-11-30_11-32-56_of
913,1688,2023-11-30,obj,Bri/optetrode_recordings/control/1688/1688_2023-11-30_11-53-30_obj
914,1688,2023-11-30,opto,Bri/optetrode_recordings/control/1688/1688_2023-11-30_12-20-18_opto
915,1688,2023-11-30,obj1,Bri/optetrode_recordings/control/1688/1688_2023-11-30_12-42-40_obj1
916,1688,2023-11-30,of1,Bri/optetrode_recordings/control/1688/1688_2023-11-30_12-57-51_of1
917,1688,2023-12-01,of,Bri/optetrode_recordings/control/1688/1688_2023-12-01_09-34-33_of
918,1688,2023-12-01,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-01_09-53-52_opto
919,1688,2023-12-01,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-01_10-16-10_of1
920,1688,2023-12-01b,of,Bri/optetrode_recordings/control/1688/1688_2023-12-01b_12-16-57_of
921,1688,2023-12-01b,obj,Bri/optetrode_recordings/control/1688/1688_2023-12-01b_12-33-40_obj
922,1688,2023-12-01b,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-01b_12-51-05_opto
923,1688,2023-12-01b,obj1,Bri/optetrode_recordings/control/1688/1688_2023-12-01b_13-16-08_obj1
924,1688,2023-12-01b,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-01b_13-37-00_of1
925,1688,2023-12-04,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-04_10-48-25_of1
926,1688,2023-12-04,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-04_11-01-03_opto
927,1688,2023-12-04,of2,Bri/optetrode_recordings/control/1688/1688_2023-12-04_11-24-38_of2
928,1688,2023-12-04b,of,Bri/optetrode_recordings/control/1688/1688_2023-12-04b_13-00-41_of
929,1688,2023-12-04b,obj,Bri/optetrode_recordings/control/1688/1688_2023-12-04b_13-13-17_obj
930,1688,2023-12-04b,opto1,Bri/optetrode_recordings/control/1688/1688_2023-12-04b_13-32-34_opto1
931,1688,2023-12-04b,obj1,Bri/optetrode_recordings/control/1688/1688_2023-12-04b_13-56-33_obj1
932,1688,2023-12-04b,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-04b_14-16-19_of1
933,1688,2023-12-05,of,Bri/optetrode_recordings/control/1688/1688_2023-12-05_09-47-02_of
934,1688,2023-12-05,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-05_10-06-52_opto
935,1688,2023-12-05,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-05_10-30-50_of1
936,1688,2023-12-08,of,Bri/optetrode_recordings/control/1688/1688_2023-12-08_09-15-50_of
937,1688,2023-12-08,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-08_09-31-16_opto
938,1688,2023-12-08,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-08_09-54-49_of1
939,1688,2023-12-12b,of,Bri/optetrode_recordings/control/1688/1688_2023-12-12b_13-42-09_of
940,1688,2023-12-12b,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-12b_13-58-11_opto
941,1688,2023-12-12b,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-12b_14-21-25_of1
942,1688,2023-12-13,of,Bri/optetrode_recordings/control/1688/1688_2023-12-13_09-48-23_of
943,1688,2023-12-13,obj,Bri/optetrode_recordings/control/1688/1688_2023-12-13_10-05-09_obj
944,1688,2023-12-13,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-13_10-22-48_opto
945,1688,2023-12-13,obj1,Bri/optetrode_recordings/control/1688/1688_2023-12-13_10-45-25_obj1
946,1688,2023-12-13,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-13_11-07-50_of1
947,1688,2023-12-13b,of,Bri/optetrode_recordings/control/1688/1688_2023-12-13b_12-29-41_of
948,1688,2023-12-13b,opto,Bri/optetrode_recordings/control/1688/1688_2023-12-13b_12-42-49_opto
949,1688,2023-12-13b,of1,Bri/optetrode_recordings/control/1688/1688_2023-12-13b_13-07-18_of1
950,1742,2024-03-11,of,Bri/optetrode_recordings/control/1742/1742_2024-03-11_10-05-43_of
951,1742,2024-03-11,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-11_10-31-22_opto
952,1742,2024-03-11,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-11_10-55-00_of1
953,1742,2024-03-12,of,Bri/optetrode_recordings/control/1742/1742_2024-03-12_09-55-23_of
954,1742,2024-03-12,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-12_10-29-07_opto
955,1742,2024-03-12,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-12_10-51-32_of1
956,1742,2024-03-14,of,Bri/optetrode_recordings/control/1742/1742_2024-03-14_09-25-24_of
957,1742,2024-03-14,obj,Bri/optetrode_recordings/control/1742/1742_2024-03-14_09-45-23_obj
958,1742,2024-03-14,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-14_10-17-31_opto
959,1742,2024-03-14,obj1,Bri/optetrode_recordings/control/1742/1742_2024-03-14_10-39-59_obj1
960,1742,2024-03-14,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-14_11-07-45_of1
961,1742,2024-03-15,of,Bri/optetrode_recordings/control/1742/1742_2024-03-15_09-49-59_of
962,1742,2024-03-15,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-03-15_10-28-58_obj_opto
963,1742,2024-03-15,obj,Bri/optetrode_recordings/control/1742/1742_2024-03-15_11-01-52_obj
964,1742,2024-03-15,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-15_11-32-54_of1
965,1742,2024-03-18,of,Bri/optetrode_recordings/control/1742/1742_2024-03-18_09-29-58_of
966,1742,2024-03-18,obj,Bri/optetrode_recordings/control/1742/1742_2024-03-18_09-54-55_obj
967,1742,2024-03-18,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-18_10-21-11_opto
968,1742,2024-03-18,obj1,Bri/optetrode_recordings/control/1742/1742_2024-03-18_10-49-17_obj1
969,1742,2024-03-18,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-18_11-15-14_of1
970,1742,2024-03-21,of,Bri/optetrode_recordings/control/1742/1742_2024-03-21_09-14-29_of
971,1742,2024-03-21,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-21_09-55-50_opto
972,1742,2024-03-21,of2,Bri/optetrode_recordings/control/1742/1742_2024-03-21_10-26-50_of2
973,1742,2024-03-22,of,Bri/optetrode_recordings/control/1742/1742_2024-03-22_10-43-53_of
974,1742,2024-03-22,obj,Bri/optetrode_recordings/control/1742/1742_2024-03-22_11-09-29_obj
975,1742,2024-03-22,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-22_11-37-54_opto
976,1742,2024-03-22,obj1,Bri/optetrode_recordings/control/1742/1742_2024-03-22_12-05-22_obj1
977,1742,2024-03-22,of2,Bri/optetrode_recordings/control/1742/1742_2024-03-22_12-27-07_of2
978,1742,2024-03-25,of,Bri/optetrode_recordings/control/1742/1742_2024-03-25_10-07-19_of
979,1742,2024-03-25,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-03-25_10-30-08_obj_opto
980,1742,2024-03-25,obj,Bri/optetrode_recordings/control/1742/1742_2024-03-25_10-57-27_obj
981,1742,2024-03-25,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-25_11-26-01_of1
982,1742,2024-03-28,of,Bri/optetrode_recordings/control/1742/1742_2024-03-28_10-29-32_of
983,1742,2024-03-28,opto,Bri/optetrode_recordings/control/1742/1742_2024-03-28_10-55-03_opto
984,1742,2024-03-28,of1,Bri/optetrode_recordings/control/1742/1742_2024-03-28_11-22-34_of1
985,1742,2024-04-02,of,Bri/optetrode_recordings/control/1742/1742_2024-04-02_09-54-10_of
986,1742,2024-04-02,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-02_10-14-48_obj
987,1742,2024-04-02,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-02_10-29-46_opto
988,1742,2024-04-02,obj2,Bri/optetrode_recordings/control/1742/1742_2024-04-02_10-51-56_obj2
989,1742,2024-04-02,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-02_11-12-27_of1
990,1742,2024-04-03,of,Bri/optetrode_recordings/control/1742/1742_2024-04-03_09-38-05_of
991,1742,2024-04-03,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-04-03_10-11-05_obj_opto
992,1742,2024-04-03,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-03_10-38-53_obj
993,1742,2024-04-03,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-03_11-06-09_of1
994,1742,2024-04-04,of,Bri/optetrode_recordings/control/1742/1742_2024-04-04_10-01-03_of
995,1742,2024-04-04,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-04_10-27-47_opto
996,1742,2024-04-04,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-04_10-55-26_of1
997,1742,2024-04-08,of,Bri/optetrode_recordings/control/1742/1742_2024-04-08_10-21-45_of
998,1742,2024-04-08,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-08_10-38-07_obj
999,1742,2024-04-08,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-08_10-51-36_opto
1000,1742,2024-04-08,obj1,Bri/optetrode_recordings/control/1742/1742_2024-04-08_11-14-33_obj1
1001,1742,2024-04-08,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-08_11-30-22_of1
1002,1742,2024-04-10,of,Bri/optetrode_recordings/control/1742/1742_2024-04-10_12-11-31_of
1003,1742,2024-04-10,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-10_12-29-29_opto
1004,1742,2024-04-10,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-10_12-53-07_of1
1005,1742,2024-04-11,of,Bri/optetrode_recordings/control/1742/1742_2024-04-11_10-01-26_of
1006,1742,2024-04-11,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-11_10-18-59_obj
1007,1742,2024-04-11,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-11_10-38-02_opto
1008,1742,2024-04-11,obj1,Bri/optetrode_recordings/control/1742/1742_2024-04-11_11-00-38_obj1
1009,1742,2024-04-11,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-11_11-17-29_of1
1010,1742,2024-04-12,of,Bri/optetrode_recordings/control/1742/1742_2024-04-12_09-52-09_of
1011,1742,2024-04-12,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-12_10-16-41_opto
1012,1742,2024-04-12,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-12_10-39-18_obj
1013,1742,2024-04-12,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-12_10-59-42_of1
1014,1742,2024-04-19,of,Bri/optetrode_recordings/control/1742/1742_2024-04-19_09-53-03_of
1015,1742,2024-04-19,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-04-19_10-17-03_obj_opto
1016,1742,2024-04-19,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-19_10-40-11_obj
1017,1742,2024-04-19,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-19_11-05-33_of1
1018,1742,2024-04-24,of,Bri/optetrode_recordings/control/1742/1742_2024-04-24_08-37-35_of
1019,1742,2024-04-24,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-04-24_09-01-32_obj_opto
1020,1742,2024-04-24,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-24_09-23-58_obj
1021,1742,2024-04-24,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-24_09-49-35_of1
1022,1742,2024-04-25,of,Bri/optetrode_recordings/control/1742/1742_2024-04-25_09-49-27_of
1023,1742,2024-04-25,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-25_10-12-30_obj
1024,1742,2024-04-25,opto1,Bri/optetrode_recordings/control/1742/1742_2024-04-25_10-33-36_opto1
1025,1742,2024-04-25,obj1,Bri/optetrode_recordings/control/1742/1742_2024-04-25_10-56-04_obj1
1026,1742,2024-04-25,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-25_11-16-59_of1
1027,1742,2024-04-26,of,Bri/optetrode_recordings/control/1742/1742_2024-04-26_13-00-54_of
1028,1742,2024-04-26,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-26_13-26-32_opto
1029,1742,2024-04-26,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-26_13-53-57_of1
1030,1742,2024-04-29,of,Bri/optetrode_recordings/control/1742/1742_2024-04-29_10-27-18_of
1031,1742,2024-04-29,obj,Bri/optetrode_recordings/control/1742/1742_2024-04-29_10-49-11_obj
1032,1742,2024-04-29,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-29_11-16-19_opto
1033,1742,2024-04-29,obj1,Bri/optetrode_recordings/control/1742/1742_2024-04-29_11-48-07_obj1
1034,1742,2024-04-29,of1,Bri/optetrode_recordings/control/1742/1742_2024-04-29_12-11-07_of1
1035,1742,2024-04-30,of,Bri/optetrode_recordings/control/1742/1742_2024-04-30_11-31-53_of
1036,1742,2024-04-30,opto,Bri/optetrode_recordings/control/1742/1742_2024-04-30_11-59-15_opto
1037,1742,2024-04-30,of2,Bri/optetrode_recordings/control/1742/1742_2024-04-30_12-26-10_of2
1038,1742,2024-05-01,of,Bri/optetrode_recordings/control/1742/1742_2024-05-01_10-32-39_of
1039,1742,2024-05-01,obj_opto,Bri/optetrode_recordings/control/1742/1742_2024-05-01_10-59-51_obj_opto
1040,1742,2024-05-01,obj,Bri/optetrode_recordings/control/1742/1742_2024-05-01_11-29-53_obj
1041,1742,2024-05-01,of1,Bri/optetrode_recordings/control/1742/1742_2024-05-01_11-50-18_of1
1042,1877,2025-06-16,of,Bri/optetrode_recordings/control/1877/1877_2025-06-16_10-28-36_of
1043,1877,2025-06-16,opto,Bri/optetrode_recordings/control/1877/1877_2025-06-16_10-44-02_opto
1044,1877,2025-06-16,of1,Bri/optetrode_recordings/control/1877/1877_2025-06-16_11-06-11_of1
1045,1877,2025-06-16b,of,Bri/optetrode_recordings/control/1877/1877_2025-06-16b_16-14-17_of
1046,1877,2025-06-16b,opto,Bri/optetrode_recordings/control/1877/1877_2025-06-16b_16-29-58_opto
1047,1877,2025-06-16b,obj,Bri/optetrode_recordings/control/1877/1877_2025-06-16b_16-52-35_obj
1048,1877,2025-06-16b,of1,Bri/optetrode_recordings/control/1877/1877_2025-06-16b_17-08-10_of1
1049,1877,2025-06-17,of,Bri/optetrode_recordings/control/1877/1877_2025-06-17_12-05-00_of
1050,1877,2025-06-17,obj,Bri/optetrode_recordings/control/1877/1877_2025-06-17_12-21-06_obj
1051,1877,2025-06-17,opto,Bri/optetrode_recordings/control/1877/1877_2025-06-17_12-36-34_opto
1052,1877,2025-06-17,obj1,Bri/optetrode_recordings/control/1877/1877_2025-06-17_12-59-19_obj1
1053,1877,2025-06-17,of1,Bri/optetrode_recordings/control/1877/1877_2025-06-17_13-16-08_of1
1054,1877,2025-06-20,of,Bri/optetrode_recordings/control/1877/1877_2025-06-20_14-04-11_of
1055,1877,2025-06-20,opto,Bri/optetrode_recordings/control/1877/1877_2025-06-20_14-20-43_opto
1056,1877,2025-06-20,of1,Bri/optetrode_recordings/control/1877/1877_2025-06-20_14-45-05_of1
1057,1877,2025-06-24,of,Bri/optetrode_recordings/control/1877/1877_2025-06-24_13-27-56_of
1058,1877,2025-06-24,opto,Bri/optetrode_recordings/control/1877/1877_2025-06-24_13-46-10_opto
1059,1877,2025-06-24,of1,Bri/optetrode_recordings/control/1877/1877_2025-06-24_14-12-41_of1
1060,1887,2025-05-27,of,Bri/optetrode_recordings/control/1887/1887_2025-05-27_12-52-09_of
1061,1887,2025-05-27,opto,Bri/optetrode_recordings/control/1887/1887_2025-05-27_13-06-51_opto
1062,1887,2025-05-27,of1,Bri/optetrode_recordings/control/1887/1887_2025-05-27_13-29-03_of1
1063,1887,2025-06-02,of,Bri/optetrode_recordings/control/1887/1887_2025-06-02_14-18-36_of
1064,1887,2025-06-02,obj_opto,Bri/optetrode_recordings/control/1887/1887_2025-06-02_14-37-21_obj_opto
1065,1887,2025-06-02,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-02_15-00-06_obj
1066,1887,2025-06-02,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-02_15-24-45_of1
1067,1887,2025-06-04,of,Bri/optetrode_recordings/control/1887/1887_2025-06-04_15-32-18_of
1068,1887,2025-06-04,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-04_15-54-05_obj
1069,1887,2025-06-04,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-04_16-16-40_opto
1070,1887,2025-06-04,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-04_16-39-12_obj1
1071,1887,2025-06-04,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-04_17-05-15_of1
1072,1887,2025-06-05,of,Bri/optetrode_recordings/control/1887/1887_2025-06-05_14-16-51_of
1073,1887,2025-06-05,obj_opto,Bri/optetrode_recordings/control/1887/1887_2025-06-05_14-32-21_obj_opto
1074,1887,2025-06-05,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-05_14-55-58_obj
1075,1887,2025-06-05,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-05_15-15-49_of1
1076,1887,2025-06-05b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-05b_16-07-34_of
1077,1887,2025-06-05b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-05b_16-21-33_opto
1078,1887,2025-06-05b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-05b_16-47-00_of1
1079,1887,2025-06-10,of,Bri/optetrode_recordings/control/1887/1887_2025-06-10_11-16-49_of
1080,1887,2025-06-10,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-10_11-32-47_obj
1081,1887,2025-06-10,obj_opto,Bri/optetrode_recordings/control/1887/1887_2025-06-10_12-07-37_obj_opto
1082,1887,2025-06-10,obj2,Bri/optetrode_recordings/control/1887/1887_2025-06-10_12-29-32_obj2
1083,1887,2025-06-10,of2,Bri/optetrode_recordings/control/1887/1887_2025-06-10_12-49-52_of2
1084,1887,2025-06-11,of,Bri/optetrode_recordings/control/1887/1887_2025-06-11_14-33-57_of
1085,1887,2025-06-11,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-11_14-49-38_opto
1086,1887,2025-06-11,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-11_15-12-34_obj
1087,1887,2025-06-11,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-11_15-31-21_of1
1088,1887,2025-06-15,of,Bri/optetrode_recordings/control/1887/1887_2025-06-15_10-44-54_of
1089,1887,2025-06-15,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-15_11-00-31_obj
1090,1887,2025-06-15,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-15_11-16-52_opto
1091,1887,2025-06-15,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-15_11-39-19_obj1
1092,1887,2025-06-15,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-15_11-54-50_of1
1093,1887,2025-06-16,of,Bri/optetrode_recordings/control/1887/1887_2025-06-16_09-31-52_of
1094,1887,2025-06-16,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-16_09-47-56_opto
1095,1887,2025-06-16,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-16_10-10-27_of1
1096,1887,2025-06-16b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-16b_13-48-07_of
1097,1887,2025-06-16b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-16b_14-02-44_opto
1098,1887,2025-06-16b,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-16b_14-24-37_obj
1099,1887,2025-06-16b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-16b_14-39-36_of1
1100,1887,2025-06-17,of,Bri/optetrode_recordings/control/1887/1887_2025-06-17_11-03-46_of
1101,1887,2025-06-17,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-17_11-22-59_opto
1102,1887,2025-06-17,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-17_11-45-37_of1
1103,1887,2025-06-19,of,Bri/optetrode_recordings/control/1887/1887_2025-06-19_11-14-38_of
1104,1887,2025-06-19,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-19_11-30-06_opto
1105,1887,2025-06-19,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-19_11-52-11_of1
1106,1887,2025-06-19b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-19b_16-26-03_of
1107,1887,2025-06-19b,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-19b_16-43-01_obj
1108,1887,2025-06-19b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-19b_16-58-35_opto
1109,1887,2025-06-19b,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-19b_17-21-36_obj1
1110,1887,2025-06-19b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-19b_17-44-26_of1
1111,1887,2025-06-20,of,Bri/optetrode_recordings/control/1887/1887_2025-06-20_09-21-56_of
1112,1887,2025-06-20,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-20_09-37-36_obj
1113,1887,2025-06-20,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-20_09-54-03_opto
1114,1887,2025-06-20,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-20_10-18-14_obj1
1115,1887,2025-06-20,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-20_10-36-41_of1
1116,1887,2025-06-20b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-20b_15-05-22_of
1117,1887,2025-06-20b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-20b_15-20-58_opto
1118,1887,2025-06-20b,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-20b_15-44-45_obj
1119,1887,2025-06-20b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-20b_16-04-23_of1
1120,1887,2025-06-22,of,Bri/optetrode_recordings/control/1887/1887_2025-06-22_11-20-29_of
1121,1887,2025-06-22,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-22_11-35-55_opto
1122,1887,2025-06-22,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-22_11-58-13_of1
1123,1887,2025-06-22b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-22b_13-57-17_of
1124,1887,2025-06-22b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-22b_14-12-49_opto
1125,1887,2025-06-22b,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-22b_14-35-09_obj
1126,1887,2025-06-22b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-22b_14-57-36_of1
1127,1887,2025-06-23,of,Bri/optetrode_recordings/control/1887/1887_2025-06-23_11-32-17_of
1128,1887,2025-06-23,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-23_11-48-14_obj
1129,1887,2025-06-23,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-23_12-03-49_opto
1130,1887,2025-06-23,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-23_12-25-46_obj1
